report_number,accident_year,accident_date,operator_id,operator_name,pipeline_location,pipeline_type,liquid_type,accident_city,accident_county,accident_state,accident_latitude,accident_longitude,cause_category,unintentional_release,intentional_release,liquid_recover,net_loss,liquid_ignition,liquid_explosion,pipeline_shutdown,public_evacuations,all_injuries,all_fatalities,property_damage_costs,lost_commodity_costs,public_private_property_damage_costs,emergency_response_costs,environmental_remediation_costs,other_costs,all_costs,close_time
20130379,2013,2013-10-31T11:49:00Z,15774,ENBRIDGE PIPELINES (NORTH DAKOTA) LLC,ONSHORE,ABOVEGROUND,CRUDE OIL,STANLEY,MOUNTRAIL,ND,48.304045,-102.373875,INCORRECT OPERATION,5,NA,5,0,NO,NO,NO,0,0,0,0,500,0,30787,67000,0,98287,0
20130381,2013,2013-10-31T13:23:00Z,22610,"MAGELLAN PIPELINE COMPANY, LP",ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",PRARIE CITY,JASPER,IA,41.61566,-93.12757,INCORRECT OPERATION,21,22.05,0,21,NO,NO,YES,0,0,0,62000,1030,2000,8000,15000,0,88030,5924
20130378,2013,2013-11-02T12:07:00Z,31580,"MAGELLAN TERMINALS HOLDINGS, LP",ONSHORE,UNDERGROUND,CRUDE OIL,CUSHING,PAYNE,OK,35.94066,-96.74784,CORROSION,2.25,NA,2.25,0,NO,NO,YES,0,0,0,500,210,0,41000,0,0,41710,0
20130380,2013,2013-11-02T17:47:00Z,15774,ENBRIDGE PIPELINES (NORTH DAKOTA) LLC,ONSHORE,ABOVEGROUND,CRUDE OIL,BERTHOLD,WARD,ND,48.325686,-101.752403,INCORRECT OPERATION,9,NA,9,0,NO,NO,YES,0,0,0,0,900,0,235845,138386,0,375131,1056
20130376,2013,2013-11-03T02:20:00Z,32109,"ONEOK NGL PIPELINE, LLC",ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",MEDFORD,GRANT,OK,36.775556,-97.755756,MATERIAL/WELD/EQUIP FAILURE,2.8,2.8,2.8,0,NO,NO,NO,0,0,0,10,150,0,0,0,0,160,0
20130385,2013,2013-11-03T11:50:00Z,4805,EXPLORER PIPELINE CO,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",PASADENA,HARRIS,TX,29.81987246,-95.18024582,MATERIAL/WELD/EQUIP FAILURE,0.5,NA,0.5,0,NO,NO,NO,0,0,0,100,60,0,11428,0,0,11588,0
20130386,2013,2013-11-03T13:50:00Z,12624,MOBIL CORP,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",HULL,HARDIN,TX,30.13945,-94.604717,MATERIAL/WELD/EQUIP FAILURE,1.2,0,0,1.2,NO,NO,YES,0,0,0,58000,100,0,30000,0,0,88100,6442
20130388,2013,2013-11-05T23:42:00Z,300,"PLAINS PIPELINE, L.P.",ONSHORE,ABOVEGROUND,CRUDE OIL,GREENVILLE,HUNT,TX,33.229730000000004,-96.06001,MATERIAL/WELD/EQUIP FAILURE,10,NA,10,0,NO,NO,YES,2,0,0,750,1000,284000,324728,54047,100000,764525,629
20130389,2013,2013-11-06T09:13:00Z,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",ONSHORE,UNDERGROUND,CRUDE OIL,SUPERIOR,DOUGLAS,WI,46.69,-92.06,MATERIAL/WELD/EQUIP FAILURE,0.24,NA,0.24,0,NO,NO,NO,0,0,0,7000,0,0,4200,20000,0,31200,0
20130392,2013,2013-11-10T18:00:00Z,300,"PLAINS PIPELINE, L.P.",ONSHORE,ABOVEGROUND,CRUDE OIL,NORMAN,CLEVELAND,OK,35.317952,-97.243049,CORROSION,1.7,NA,1.7,0,NO,NO,YES,0,0,0,7500,200,0,3500,1000,0,12200,391
20130387,2013,2013-11-12T16:00:00Z,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",PASADENA,HARRIS,TX,40.52243,-74.25384,MATERIAL/WELD/EQUIP FAILURE,1,NA,0.5,0.5,NO,NO,NO,NA,0,0,0,0,0,0,14383,5000,19383,0
20130394,2013,2013-11-13T11:08:00Z,18718,SUNOCO PIPELINE L.P.,ONSHORE,ABOVEGROUND,CRUDE OIL,DIBOLL,ANGELINA,TX,31.15903,-94.67588,MATERIAL/WELD/EQUIP FAILURE,1,NA,0,1,NO,NO,NA,0,0,0,0,100,0,2272,1078,0,3450,0
20130397,2013,2013-11-14T07:12:00Z,31423,ENBRIDGE ENERGY MARKETING LLC,ONSHORE,UNDERGROUND,CRUDE OIL,ROLLING FORK,SHARKEY,MS,32.842833,-90.905417,CORROSION,1,NA,1,0,NO,NO,YES,0,0,0,23000,100,0,11000,25000,5000,64100,4334
20130396,2013,2013-11-14T09:33:00Z,2731,CHEVRON PIPE LINE CO,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",MILFORD,ELLIS,TX,32.108042,-96.94382,EXCAVATION DAMAGE,4357,3473,0,4357,YES,NO,YES,700,0,0,1500000,338099,500000,2000000,250000,0,4588099,9915
20130395,2013,2013-11-14T12:00:00Z,18718,SUNOCO PIPELINE L.P.,ONSHORE,UNDERGROUND,CRUDE OIL,EDMOND,OKLAHOMA,OK,35.69559,-97.59628,CORROSION,7,NA,0,7,NO,NO,YES,0,0,0,10000,632,0,5000,4000,0,19632,27420
20130384,2013,2013-11-15T09:45:00Z,31618,ENTERPRISE PRODUCTS OPERATING LLC,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",EL DORADO,UNION,AR,33.26013184,-92.63136292,INCORRECT OPERATION,0.23,NA,0.23,0,NO,NO,NA,0,0,0,500,35,0,0,1000,0,1535,0
20130393,2013,2013-11-18T09:00:00Z,31684,PHILLIPS 66 PIPELINE LLC,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",COMMERCE CITY,ADAMS,CO,39.395483,-104.939441,INCORRECT OPERATION,0.2,NA,0.2,0,NO,NO,NA,0,0,0,0,25,0,0,1000,0,1025,0
20130403,2013,2013-11-19T15:11:00Z,32658,"HARVEST-MARKS PIPELINE, LLC",ONSHORE,UNDERGROUND,CRUDE OIL,VENICE,PLAQUEMINES,LA,29.36586,-89.34615,OTHER OUTSIDE FORCE DAMAGE,3,NA,1,2,NO,NO,YES,0,0,0,50000,300,0,40000,20000,20000,130300,2770
20130391,2013,2013-11-20T12:50:00Z,31476,ROSE ROCK MIDSTREAM L.P.,ONSHORE,UNDERGROUND,CRUDE OIL,PONCA CITY,KAY,OK,36.67346274,-97.19300732,EXCAVATION DAMAGE,125,NA,125,0,NO,NO,YES,0,0,0,0,0,0,2000,0,0,2000,4470
20130402,2013,2013-11-20T15:20:00Z,30829,ENTERPRISE CRUDE PIPELINE LLC,ONSHORE,ABOVEGROUND,CRUDE OIL,JAL,LEA,NM,32.079424,-103.178079,INCORRECT OPERATION,0.2,NA,0.2,0,NO,NO,YES,0,0,0,1000,25,0,0,6000,0,7025,70
20130407,2013,2013-11-20T23:30:00Z,30829,ENTERPRISE CRUDE PIPELINE LLC,ONSHORE,ABOVEGROUND,CRUDE OIL,HOBBS,LEA,NM,32.650565,-103.14003,MATERIAL/WELD/EQUIP FAILURE,3,NA,3,0,NO,NO,YES,NA,0,0,1000,300,0,0,6000,0,7300,630
20130405,2013,2013-11-23T10:07:00Z,31672,"CHAPARRAL ENERGY, LLC",ONSHORE,UNDERGROUND,CO2 (CARBON DIOXIDE),BEAVER,BEAVER,OK,36.7889,-100.6198,MATERIAL/WELD/EQUIP FAILURE,17.8,626,0,17.8,NO,NO,YES,0,0,0,14000,3776,2000,2000,0,15000,36776,1918
20130399,2013,2013-11-23T11:00:00Z,32147,MARATHON PIPE LINE LLC,ONSHORE,UNDERGROUND,CRUDE OIL,LEBANON,BOONE,IN,40.039849,-86.409788,CORROSION,20,NA,20,0,NO,NO,YES,0,0,0,874500,1485,0,144000,0,0,1019985,227
20130398,2013,2013-11-24T06:55:00Z,31684,PHILLIPS 66 PIPELINE LLC,ONSHORE,ABOVEGROUND,CRUDE OIL,HOLLIDAY,ARCHER,TX,33.828281,-98.638347,MATERIAL/WELD/EQUIP FAILURE,160,NA,160,0,NO,NO,NA,0,0,0,20000,1600,0,10000,270154,15000,316754,0
20130401,2013,2013-11-25T15:30:00Z,30829,ENTERPRISE CRUDE PIPELINE LLC,ONSHORE,ABOVEGROUND,CRUDE OIL,HEALDTON,CARTER,OK,34.2391,-97.5136,CORROSION,20,NA,20,0,NO,NO,NO,0,0,0,20000,2000,0,5000,15000,25000,67000,0
20130404,2013,2013-11-26T07:40:00Z,22855,"KOCH PIPELINE COMPANY, L.P.",ONSHORE,ABOVEGROUND,CRUDE OIL,CORPUS CHRISTI,NUECES,TX,27.831131,-97.518106,MATERIAL/WELD/EQUIP FAILURE,0.22,NA,0.22,0,NO,NO,YES,0,0,0,13000,18,0,6196,0,0,19214,1641
20130390,2013,2013-11-27T10:30:00Z,38894,"THUNDER BASIN PIPELINE, LLC",ONSHORE,ABOVEGROUND,CRUDE OIL,DOUGLAS,CONVERSE,WY,42.917984,-105.240693,NATURAL FORCE DAMAGE,15,NA,0,15,NO,NO,YES,NA,0,0,2000,1200,5000,3000,75000,0,86200,4871
20130409,2013,2013-11-30T09:30:00Z,18718,SUNOCO PIPELINE L.P.,ONSHORE,ABOVEGROUND,CRUDE OIL,STOWELL,CHAMBERS,TX,29.787397,-94.40137,MATERIAL/WELD/EQUIP FAILURE,0.24,NA,0.24,0,NO,NO,YES,0,0,0,445,21,0,952,0,0,1418,159
20130406,2013,2013-12-01T08:11:00Z,22855,"KOCH PIPELINE COMPANY, L.P.",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",CORPUS CHRISTI,NUECES,TX,27.839803,-97.531604,MATERIAL/WELD/EQUIP FAILURE,0.18,NA,0.18,0,NO,NO,YES,0,0,0,5000,15,0,600,0,0,5615,208
20130400,2013,2013-12-03T09:00:00Z,22610,"MAGELLAN PIPELINE COMPANY, LP",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",SHARON SPRING,WALLACE,KS,38.83618,-101.75231,MATERIAL/WELD/EQUIP FAILURE,3.7,NA,3.7,0,NO,NO,YES,NA,0,0,1000,750,0,3000,0,0,4750,479
20140001,2013,2013-12-05T08:00:00Z,12105,"MAGELLAN AMMONIA PIPELINE, L.P.",ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",ENGLEWOOD,CLARK,KS,37.12022,-99.98155,MATERIAL/WELD/EQUIP FAILURE,0.01,0.01,0,0.01,NO,NO,YES,NA,0,0,104000,5,0,1000,0,0,105005,9153
20140002,2013,2013-12-05T16:12:00Z,18718,SUNOCO PIPELINE L.P.,ONSHORE,UNDERGROUND,CRUDE OIL,CUSHING,PAYNE,OK,35.9863,-96.7465,MATERIAL/WELD/EQUIP FAILURE,7,NA,7,0,NO,NO,YES,0,0,0,0,0,0,4533,4997,0,9530,288
20130411,2013,2013-12-05T17:30:00Z,32147,MARATHON PIPE LINE LLC,ONSHORE,UNDERGROUND,CRUDE OIL,VERNON,MARION,IL,38.7893921,-89.06510432,INCORRECT OPERATION,0.1,NA,0.1,0,NO,NO,NO,0,0,0,173000,30,0,122000,0,0,295030,0
20140004,2013,2013-12-10T09:45:00Z,300,"PLAINS PIPELINE, L.P.",ONSHORE,UNDERGROUND,CRUDE OIL,JONES,OKLAHOMA,OK,35.597478,-97.247747,CORROSION,30,NA,30,0,NO,NO,YES,0,0,0,216000,30000,20000,185000,420000,0,871000,12845
20140009,2013,2013-12-11T09:00:00Z,31580,"MAGELLAN TERMINALS HOLDINGS, LP",ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GALENA PARK,HARRIS,TX,29.75023,-95.20624,CORROSION,0.71,NA,0.71,0,NO,NO,NO,0,0,0,265000,73,0,500,0,0,265573,0
20140006,2013,2013-12-11T12:36:00Z,9175,JAYHAWK PIPELINE LLC,ONSHORE,UNDERGROUND,CRUDE OIL,ELLIS,ELLIS,KS,38.814911,-99.566148,EXCAVATION DAMAGE,142.5,NA,100,42.5,NO,NO,YES,0,0,0,1720,4250,0,10380,8200,2500,27050,522
20140005,2013,2013-12-11T13:00:00Z,300,"PLAINS PIPELINE, L.P.",ONSHORE,UNDERGROUND,CRUDE OIL,CELESTE,HUNT,TX,33.31601,-96.19278,CORROSION,20,NA,20,0,NO,NO,YES,0,0,0,35000,2000,15000,55000,25000,0,132000,2355
20140003,2013,2013-12-13T08:03:00Z,300,"PLAINS PIPELINE, L.P.",ONSHORE,UNDERGROUND,CRUDE OIL,NA,SWEETWATER,WY,41.5652,-109.9803,CORROSION,0.48,NA,0.48,0,NO,NO,NO,0,0,0,1400,45,0,1400,0,0,2845,0
20140007,2013,2013-12-13T13:35:00Z,31684,PHILLIPS 66 PIPELINE LLC,ONSHORE,UNDERGROUND,CRUDE OIL,PONCA CITY,KAY,OK,36.649239,-97.161522,EXCAVATION DAMAGE,200,NA,200,0,NO,NO,YES,0,0,0,5000,20000,3000,10000,84879,70962,193841,3055
20140013,2013,2013-12-18T13:30:00Z,1845,"BUCKEYE PARTNERS, LP",ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",EMMAUS,LEHIGH,PA,40.519999,-75.531339,ALL OTHER CAUSES,2.97,NA,0,2.97,NO,NO,NO,0,0,0,0,300,0,10000,0,0,10300,0
20130408,2013,2013-12-19T16:30:00Z,31663,NAVAJO NATION OIL AND GAS COMPANY,ONSHORE,ABOVEGROUND,CRUDE OIL,SHIPROCK,SAN JUAN COUNTY,NM,36.905274,-108.800237,INCORRECT OPERATION,3,NA,2,1,NO,NO,YES,0,0,0,1000,200,0,3000,1000,0,5200,2400
20140008,2013,2013-12-20T09:42:00Z,9175,JAYHAWK PIPELINE LLC,ONSHORE,ABOVEGROUND,CRUDE OIL,PALCO,GRAHAM,KS,39.277928,-99.652257,MATERIAL/WELD/EQUIP FAILURE,67,NA,30,37,NO,NO,YES,0,0,0,1950,3700,0,7429,5000,2000,20079,387
20140011,2013,2013-12-20T12:00:00Z,18718,SUNOCO PIPELINE L.P.,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",COAL TOWNSHIP,NORTHUMBERLAND,PA,40.80216,-76.60618,CORROSION,0.24,NA,0.24,0,NO,NO,NO,0,0,0,5376,8,52000,656869,345000,10000,1069253,0
20140010,2013,2013-12-21T11:20:00Z,2371,"WESTERN REFINING SOUTHWEST, INC",ONSHORE,ABOVEGROUND,CRUDE OIL,NA,SANDOVAL COUNTY,NM,36.4309,-107.062,MATERIAL/WELD/EQUIP FAILURE,15,NA,13,2,NO,NO,NO,0,0,0,0,185,0,0,1879,0,2064,0
20140017,2013,2013-12-22T09:09:00Z,12470,MID - VALLEY PIPELINE CO,ONSHORE,TANK,CRUDE OIL,BURLINGTON,BOONE,KY,39.03517,-84.69,INCORRECT OPERATION,0.24,NA,0.24,0,NO,NO,NO,0,0,0,1000,0,0,500,1000,0,2500,0
20140016,2013,2013-12-22T15:00:00Z,31947,ENBRIDGE PIPELINES (OZARK) L.L.C.,ONSHORE,TANK,CRUDE OIL,CUSHING,LINCOLN,OK,35.95778,-96.74944,MATERIAL/WELD/EQUIP FAILURE,3.75,NA,3.5,0.25,NO,NO,NO,0,0,0,2500,300,0,25000,5500,0,33300,0
20140019,2013,2013-12-23T08:30:00Z,30829,ENTERPRISE CRUDE PIPELINE LLC,ONSHORE,ABOVEGROUND,CRUDE OIL,HOBBS,LEA,NM,32.650552,-103.1392,MATERIAL/WELD/EQUIP FAILURE,3500,NA,3500,0,NO,NO,YES,0,0,0,60800,35000,0,0,420000,0,515800,660
20140020,2013,2013-12-27T07:20:00Z,18718,SUNOCO PIPELINE L.P.,ONSHORE,ABOVEGROUND,CRUDE OIL,STOWELL,CHAMBERS,TX,29.787397,-94.40137,MATERIAL/WELD/EQUIP FAILURE,0.24,NA,0.24,0,NO,NO,NO,0,0,0,413,0,0,65,0,0,478,0
20140024,2013,2013-12-28T09:30:00Z,18718,SUNOCO PIPELINE L.P.,ONSHORE,UNDERGROUND,CRUDE OIL,EDMOND,OKLAHOMA,OK,35.69179,-97.59352,CORROSION,138,NA,41,97,NO,NO,YES,0,0,0,5535,9312,0,1200,320000,0,336047,0
20140027,2013,2013-12-28T09:30:00Z,18718,SUNOCO PIPELINE L.P.,ONSHORE,UNDERGROUND,CRUDE OIL,EDMOND,OKLAHOMA,OK,35.6905,-97.5925,CORROSION,47,NA,14,33,NO,NO,YES,0,0,0,5535,3193,0,1200,30000,0,39928,0
20140026,2013,2013-12-28T20:26:00Z,31580,"MAGELLAN TERMINALS HOLDINGS, LP",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",HOUSTON,HARRIS,TX,29.75023,-95.28087,MATERIAL/WELD/EQUIP FAILURE,3,NA,3,0,NO,NO,YES,0,0,0,100,250,0,3550,0,0,3900,112
20140018,2013,2013-12-30T06:00:00Z,32147,MARATHON PIPE LINE LLC,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",HARTFORD,MADISON,IL,38.829252,-90.089749,NATURAL FORCE DAMAGE,50,NA,50,0,NO,NO,NO,0,0,0,0,122,0,280000,0,0,280122,0
20140028,2013,2013-12-31T10:30:00Z,31618,ENTERPRISE PRODUCTS OPERATING LLC,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LAPORTE,HARRIS,TX,29.68112,-95.01403,ALL OTHER CAUSES,716,716,0,716,YES,NO,YES,0,0,0,1700000,30000,0,20000,0,0,1750000,13120
20140030,2014,2014-01-01T07:14:00Z,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",ONSHORE,ABOVEGROUND,CRUDE OIL,MOKENA,WILL,IL,41.55694,-87.88556,MATERIAL/WELD/EQUIP FAILURE,1,NA,1,0,NO,NO,YES,0,0,0,10000,90,0,115000,25000,0,150090,166
20140025,2014,2014-01-01T08:00:00Z,32109,"ONEOK NGL PIPELINE, LLC",ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",MT. BELVIEU,CHAMBERS,TX,29.85731,-94.895471,CORROSION,2.9,0,0,2.9,NO,NO,YES,0,0,0,2000,175,0,1000,0,0,3175,1850
20140022,2014,2014-01-02T09:15:00Z,31174,"SHELL PIPELINE CO., L.P.",ONSHORE,UNDERGROUND,CRUDE OIL,CARNERAS,KERN,CA,35.5291888,-119.807777,CORROSION,440,NA,440,0,NO,NO,YES,0,0,0,4100,0,0,219257,0,0,223357,1905
20140015,2014,2014-01-02T14:28:00Z,31130,DCP MIDSTREAM,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",RATLIFF CITY,CARTER,OK,34.394601,-97.418438,MATERIAL/WELD/EQUIP FAILURE,45,0,0,45,NO,NO,NO,0,0,0,0,2025,0,0,0,0,2025,0
20140054,2014,2014-01-03T10:30:00Z,1845,"BUCKEYE PARTNERS, LP",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",HAMMOND,LAKE,IN,41.609732,-87.466047,MATERIAL/WELD/EQUIP FAILURE,0.36,NA,0.36,0,NO,NO,NA,0,0,0,2500,0,0,1590,0,1792,5882,0
20140014,2014,2014-01-04T04:00:00Z,2552,COLONIAL PIPELINE CO,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",COLLINS,COVINGTON,MS,31.62733,-89.54218,MATERIAL/WELD/EQUIP FAILURE,14.6,NA,14.6,0,NO,NO,NO,0,0,0,7387,17,0,1961,0,0,9365,0
20140023,2014,2014-01-04T14:15:00Z,32532,"ENERGY XXI PIPELINE, LLC",ONSHORE,ABOVEGROUND,CRUDE OIL,VENICE,PLAQUAMINES,LA,29.22007944,-89.3959391,MATERIAL/WELD/EQUIP FAILURE,1,NA,1,0,NO,NO,YES,0,0,0,0,100,0,3880,0,0,3980,255
20140038,2014,2014-01-05T21:45:00Z,1845,"BUCKEYE PARTNERS, LP",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",SAN DIEGO,SAN DIEGO,CA,32.70276,-117.15622,MATERIAL/WELD/EQUIP FAILURE,65,NA,58,7,NO,NO,NO,0,0,0,0,0,0,20000,280000,0,300000,0
20140021,2014,2014-01-06T09:05:00Z,1845,"BUCKEYE PARTNERS, LP",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",LINDEN,UNION,NJ,40.609013,-74.239568,MATERIAL/WELD/EQUIP FAILURE,0.24,NA,0.24,0,NO,NO,NO,NA,0,0,0,0,0,1000,4000,0,5000,0
20140029,2014,2014-01-06T11:15:00Z,2552,COLONIAL PIPELINE CO,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GREENSBORO,GUILFORD,NC,36.07076,-79.93915,MATERIAL/WELD/EQUIP FAILURE,0.6,NA,0.6,0,NO,NO,NO,NA,0,0,2500,75,0,5000,1500,0,9075,0
20140012,2014,2014-01-07T07:54:00Z,31174,"SHELL PIPELINE CO., L.P.",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",BATON ROUGE,EAST BATON ROUGE,LA,30.54601111,-91.16789167,MATERIAL/WELD/EQUIP FAILURE,5,NA,5,0,NO,NO,NO,0,0,0,3000,0,0,2500,0,0,5500,0
20140032,2014,2014-01-07T10:30:00Z,2552,COLONIAL PIPELINE CO,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",FOUNTAIN INN,GREENVILLE,SC,34.70203,-82.23533,MATERIAL/WELD/EQUIP FAILURE,1238.1,NA,1047.6,190.5,NO,NO,NO,0,0,0,2500,75000,0,75000,1500000,0,1652500,0
20140034,2014,2014-01-07T11:00:00Z,31720,"EXPRESS HOLDINGS (USA), LLC",ONSHORE,ABOVEGROUND,CRUDE OIL,GURLEY,CHEYENNE,NE,41.322508,-102.87641,MATERIAL/WELD/EQUIP FAILURE,1.3,NA,1.3,0,NO,NO,NO,0,0,0,30000,130,0,4000,5000,0,39130,0
20140082,2014,2014-01-07T16:00:00Z,31476,ROSE ROCK MIDSTREAM L.P.,ONSHORE,ABOVEGROUND,CRUDE OIL,GILL,WELD,CO,40.47829444,-104.4352667,MATERIAL/WELD/EQUIP FAILURE,2,NA,2,0,NO,NO,NO,0,0,0,0,0,0,1000,0,0,1000,0
20140043,2014,2014-01-08T07:00:00Z,22610,"MAGELLAN PIPELINE COMPANY, LP",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",TULSA,TULSA,OK,35.96984,-96.01389,NATURAL FORCE DAMAGE,30,NA,30,0,NO,NO,NO,0,0,0,0,2450,0,37000,0,0,39450,0
20140042,2014,2014-01-08T12:57:00Z,1845,"BUCKEYE PARTNERS, LP",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",LIMA,ALLEN,OH,40.697527,-84.126687,NATURAL FORCE DAMAGE,2.4,NA,0.21,2.19,NO,NO,YES,NA,0,0,1198,295,0,23489,3791,12378,41151,342
20140031,2014,2014-01-09T04:48:00Z,26065,NATIONAL COOP REFINERY ASSCO,ONSHORE,TANK,CRUDE OIL,MCPHERSON,MCPHERSON,KS,38.339543,-97.676782,NATURAL FORCE DAMAGE,110,NA,100,10,NO,NO,NO,NA,0,0,0,2000,0,1000,5000,0,8000,0
20140044,2014,2014-01-10T11:30:00Z,15674,PLANTATION PIPE LINE CO,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",BATON ROUGE,EAST BATON ROUGE,LA,30.54774,-91.16217,MATERIAL/WELD/EQUIP FAILURE,0.79,NA,0.79,0,NO,NO,NA,0,0,0,300,0,0,0,0,0,300,0
20140041,2014,2014-01-10T14:15:00Z,5081,"COFFEYVILLE RESOURCES CRUDE TRANSPORTATION, LLC",ONSHORE,ABOVEGROUND,CRUDE OIL,BURDEN,COWLEY,KS,37.321081,-96.843305,INCORRECT OPERATION,5,NA,5,0,NO,NO,NO,0,0,0,750,500,0,13750,17000,0,32000,0
20140045,2014,2014-01-11T10:00:00Z,22610,"MAGELLAN PIPELINE COMPANY, LP",ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",ROSEMOUNT,DAKOTA,MN,44.77084,-93.04914,CORROSION,2.38,NA,0.21,2.17,NO,NO,YES,0,0,0,18151,300,0,0,26000,0,44451,7880
20140036,2014,2014-01-12T11:45:00Z,31684,PHILLIPS 66 PIPELINE LLC,ONSHORE,ABOVEGROUND,CRUDE OIL,GOLDSMITH,ECTOR,TX,31.948696,-102.602889,MATERIAL/WELD/EQUIP FAILURE,0.5,NA,0.5,0,NO,NO,YES,0,0,0,100,40,0,0,5000,0,5140,60
20140048,2014,2014-01-12T20:04:00Z,300,"PLAINS PIPELINE, L.P.",ONSHORE,ABOVEGROUND,CRUDE OIL,WILMINGTON,LOS ANGELES,CA,33.800211,-118.255721,INCORRECT OPERATION,186,NA,186,0,NO,NO,YES,0,0,0,24822,0,0,41270,0,0,66092,5812
20140050,2014,2014-01-13T10:15:00Z,18718,SUNOCO PIPELINE L.P.,ONSHORE,ABOVEGROUND,CRUDE OIL,LONGVIEW,GREGG,TX,32.50059,-94.84779,CORROSION,15,NA,10,5,NO,NO,NO,0,0,0,0,441,0,6000,41300,0,47741,0
20140051,2014,2014-01-13T15:00:00Z,32044,BP USFO/LOGISTICS,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",DAYTON,MONTGOMERY,OH,39.7859444,-84.1620056,INCORRECT OPERATION,0.1,NA,0.1,0,YES,NO,NO,0,0,0,0,0,0,0,0,0,0,0
20140037,2014,2014-01-14T23:00:00Z,31684,PHILLIPS 66 PIPELINE LLC,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",ROCK SPRINGS,SWEETWATER,WY,41.529826,-109.393141,MATERIAL/WELD/EQUIP FAILURE,0.9,NA,0.9,0,NO,NO,NO,0,0,0,2500,143,0,0,0,0,2643,0
20140056,2014,2014-01-15T08:30:00Z,31476,ROSE ROCK MIDSTREAM L.P.,ONSHORE,ABOVEGROUND,CRUDE OIL,ZENDA,HARPER,KS,37.35595,-98.20689,MATERIAL/WELD/EQUIP FAILURE,35,NA,20,15,NO,NO,YES,0,0,0,6300,1500,0,4200,2000,0,14000,508
20140039,2014,2014-01-15T15:05:00Z,14194,"OILTANKING, HOUSTON LP",ONSHORE,UNDERGROUND,CRUDE OIL,HOUSTON,HARRIS,TX,29.750895,-95.131758,ALL OTHER CAUSES,0.6,NA,0.6,0,NO,NO,YES,0,0,0,32800,100,0,0,16900,0,49800,1375
